TEfam	TEpropCov	CE	CP	HE	HP	LE	LP	CE1	CE2	CE3	CE4	CP1	CP2	CP3	CP4	HE1	HE2	HE3	HE4	HP1	HP2	HP3	HP4	LE1	LE2	LE3	LE4	LP1	LP2	LP3	LP4	Mean_Early	Mean_Postponed	Mean_Control	Mean_High	Mean_Low	Diff_PostEarly	log2Rat_PostEarly	Diff_HighCont	Diff_HighLow	Diff_ContLow	log2Rat_HighCont	log2Rat_HighLow	log2Rat_ContLow	Diff_PostEarlyCont	Diff_PostEarlyHigh	Diff_PostEarlyLow	log2Rat_PostEarlyCont	log2Rat_PostEarlyHigh	log2Rat_PostEarlyLow	Df_Diet	F_value_Diet	PvalFull_Diet	Df_Breeding	F_value_Breeding	PvalFull_Breeding	Df_Inter	F_value_Inter	PvalFull_Inter	Df_resid	Df_Low	F_value_Low	Pval_Low	Df_Low_nested	F_value_Low_nested	Pval_Low_nested	Df_Low_resid	Df_Cont	F_value_Cont	Pval_Cont	Df_Cont_nested	F_value_Cont_nested	Pval_Cont_nested	Df_Cont_resid	Df_High	F_value_High	Pval_High	Df_High_nested	F_value_High_nested	Pval_High_nested	Df_High_resid	Bonf_Full	Bonf_Low	Bonf_Cont	Bonf_High	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
McCLINTOCK	0.871627906976744	5.954876	6.614463	6.756214	6.565772	6.412762	6.883447	6.75102589147287	6.15977364341085	6.85702852713178	4.05167596899225	6.99374573643411	6.43009054263566	6.7324919379845	6.30152356589147	7.40309689922481	6.24764620155039	6.75446294573643	6.6196503875969	6.36713224806202	6.44409643410853	6.88419565891473	6.5676623255814	6.64989410852713	6.52919488372093	6.20129224806202	6.27066837209302	7.39042651162791	6.79710713178295	6.32755674418605	7.01869596899225	6.375	6.688	6.285	6.661	6.648	0.313	0.069	0.376	0.013	-0.363	0.084	0.003	-0.081	0.66	-0.19	0.471	0.152	-0.041	0.102	2	288.09	1.30628860459277e-125	1	464.57	6.90260441467365e-103	2	314.35	5.71877221037746e-137	154794	1	361.649872387668	2.32172590693369e-80	6	98.8270705540038	4.0755165772276e-124	51592	1	728.30249155962	2.6929010570443e-159	6	753.544138990241	0	51592	1	58.1304783021563	2.49482280309711e-14	6	113.719400876663	3.66550572128053e-143	51592	TRUE	TRUE	TRUE	TRUE	FBte0000926	AF541948	McClintock	Dmel	McClintock	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|pol_domain|MCCLINTOCK|QUASIMODO2-I_DM.	LTR	RNA	6450
OPUS	0.886052386650711	15.052037	14.731471	16.425804	15.128253	13.020923	14.121417	14.0144709480122	14.6278397819439	15.340771174046	16.2250674112485	14.3503859859061	15.3550295173514	15.0075833000931	14.2128851216594	17.8928093338652	14.69034184284	16.629523600585	16.4905428799362	14.8544616407393	14.9820360324425	15.1116920622258	15.5648223640473	13.1761453264194	13.3781772370695	13.0722083499535	12.4571627443159	14.9363366573594	13.6516620130302	13.4560042547534	14.4416667996277	14.833	14.66	14.892	15.777	13.571	-0.173	-0.017	0.885	2.206	1.321	0.083	0.217	0.134	-0.321	-1.298	1.1	-0.031	-0.119	0.117	2	1978.35	0	1	35.85	2.13832136118283e-09	2	583.63	2.23321493063168e-253	180498	1	597.483819725397	2.58983106539751e-131	6	78.2066292580365	8.66761268094077e-98	60160	1	39.0452040190543	4.16869617453388e-10	6	113.830464965095	1.93293480995516e-143	60160	1	617.877717494812	1.0516865400736e-135	6	168.106620366549	7.65901134457219e-213	60160	TRUE	TRUE	TRUE	TRUE	FBte0000918	AY180918	opus	Dmel	opus	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.93	1	1	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|LTR-retrotransposon|NOMAD_I|NOMAD_LTR;gag|pol|internal_portion.	LTR	RNA	7521
OSV	0.975372650680493	1.596703	1.4351	1.490343	1.45034	1.354344	1.460916	1.50756383668179	1.34362540505509	1.52862799740765	2.00699481529488	1.40860272197019	1.40365910563837	1.4492462734932	1.47889176928062	1.57892806221646	1.41997472456254	1.5149773169151	1.44749254698639	1.40999611147116	1.47356513285807	1.46235839274141	1.45544005184705	1.36682372002592	1.44635320803629	1.32769993519119	1.27650097213221	1.52088723266364	1.46173817239145	1.35607258587168	1.50496694750486	1.48	1.449	1.516	1.47	1.408	-0.032	-0.031	-0.046	0.063	0.108	-0.044	0.063	0.107	-0.162	-0.04	0.107	-0.154	-0.039	0.109	2	103.09	2.25032846320546e-45	1	26.26	3.0060325677628e-07	2	157.26	9.83615433790071e-69	37026	1	108.82726638435	2.25764437234458e-25	6	25.488538089969	2.89957152613813e-30	12336	1	222.655601223025	6.48892064531976e-50	6	176.751036071374	1.43789715173802e-216	12336	1	14.4936795254057	0.000141311221691546	6	13.2682531423959	4.82865977948057e-15	12336	TRUE	TRUE	TRUE	FALSE	FBte0000587	AY089271	Osvaldo	Dmel	Osvaldo	LTR_retrotransposon	LTR	Gypsy	?	Gypsy	Drosophila_simulans	92.742	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy-13_DSim_;Gypsy-13_DSim-LTR|Gypsy-13_DSim-I.	LTR	RNA	1543
PPI251	1	18.674158	20.942561	19.276468	21.155258	22.053161	19.389202	22.7839545923633	20.0091627106983	22.3774516683867	9.52606363949088	23.4712779497764	19.820571379429	21.1123942208462	19.3660010319917	18.6762015823873	19.9016432748538	18.659656002752	19.8683697970416	20.3174602683179	21.2821754385965	20.8702631578947	22.151133126935	20.9375156518748	20.7429064327485	22.3403336773306	24.1918888888889	19.9762125902993	19.3056229790162	19.5749494324045	18.7000233918129	20.001	20.496	19.808	20.216	20.721	0.494	0.035	0.408	-0.505	-0.913	0.029	-0.036	-0.065	2.268	1.879	-2.664	0.165	0.134	-0.186	2	71.43	1.01999037062621e-31	1	62.63	2.53329646675042e-15	2	642.18	4.38816593172344e-277	69762	1	655.273606396718	1.50197678778794e-142	6	65.2432710176971	9.45556932345505e-81	23248	1	473.033456863665	7.6048805365789e-104	6	967.108516071784	0	23248	1	337.43204460075	7.83287137095188e-75	6	26.0729763566824	4.31238296760781e-31	23248	TRUE	TRUE	TRUE	TRUE	FBte0000037	X06779	P-element	Dmel	P-element	terminal_inverted_repeat_element	DNA	P	NA	P	Drosophila_bifasciata	79.865	2	NA	P|DNA_transposon|Transposable_Element|P-transposon|P_DB;Repetitive_element.	TIR	DNA	2907
QBERT	0.97359477124183	5.553015	5.959534	6.208789	5.559545	5.394639	5.957837	6.26852836601307	5.56473437908497	6.47022849673203	3.90856993464052	6.06231960784314	5.88683176470588	5.92353947712418	5.96544535947712	6.39155895424837	6.08325058823529	6.35215071895425	6.00819490196078	5.36313333333333	5.49988692810458	5.6981708496732	5.67698980392157	5.68171071895425	5.42740183006536	5.44512666666667	5.02431751633987	6.31503071895425	5.88784	5.59962013071895	6.02885764705882	5.719	5.826	5.756	5.884	5.676	0.107	0.027	0.128	0.208	0.08	0.032	0.052	0.02	0.407	-0.649	0.563	0.102	-0.159	0.143	2	189.58	5.64817863015741e-83	1	147.51	6.25665438113028e-34	2	1873.76	0	183594	1	1538.19350866469	0	6	197.621830354362	1.63813833390591e-250	61192	1	713.980092368498	2.16626890933983e-156	6	1467.0519422435	0	61192	1	1917.37438749145	0	6	70.1652905956745	1.7358348791382e-87	61192	TRUE	TRUE	TRUE	TRUE	FBte0001166	AF541947	accord2	Dmel	accord2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|ACCORD2_I;ACCORD2_LTR|endogenous_retrovirus|Gypsy_superfamily|gag;integrase|reverse_transcriptase|internal_portion.	LTR	RNA	7650
QUASIMODO	0.845674834168133	19.785926	24.671646	24.695603	21.843454	21.863782	24.879056	24.4638153512928	22.321196561527	23.4097724380669	8.94891769324489	25.5157415730337	22.9697704074726	25.7600194937052	24.4410536076892	25.8974637877352	25.2998770813591	23.420287802897	24.1647838093949	21.1742971436307	22.6612440774333	21.2046465412211	22.3336277243807	22.6829141735481	22.3467529443617	21.6814432110464	20.7440163801272	24.1428007310139	25.6654939759036	23.7269152565317	25.9810147556518	22.115	23.798	22.229	23.27	23.371	1.683	0.106	1.041	-0.102	-1.143	0.066	-0.006	-0.072	4.886	-2.852	3.015	0.318	-0.177	0.186	2	196.57	5.32542905063435e-86	1	1044.27	1.99219421956116e-228	2	2003.25	0	177282	1	1178.86775868336	7.98721994264336e-256	6	63.681769961141	3.60928270073343e-79	59088	1	3164.935121964	0	6	1809.06506556119	0	59088	1	1059.6862801332	2.1080838567696e-230	6	59.5178090267113	7.77677777332944e-74	59088	TRUE	TRUE	TRUE	TRUE	FBte0000640	AF364550	Quasimodo	Dmel	Quasimodo	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.44	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Retrovirus;gag-like|pol|env-like|QUASIMODO_LTR|QUASIMODO_I;internal_portion.	LTR	RNA	7387
R1-2	0.956778606965174	1.525974	1.44327	1.492082	1.407317	1.310758	1.435412	1.43684514925373	1.32979850746269	1.39249689054726	1.94475715174129	1.47489894278607	1.34492381840796	1.47826088308458	1.47499440298507	1.56592412935323	1.49291759950249	1.4689611318408	1.44052487562189	1.38562189054726	1.36690018656716	1.4541592039801	1.42258861940299	1.3882263681592	1.34684701492537	1.25735354477612	1.25060478855721	1.42353824626866	1.4764032960199	1.38077922885572	1.46092754975124	1.443	1.429	1.485	1.45	1.373	-0.014	-0.014	-0.035	0.077	0.112	-0.034	0.078	0.113	-0.083	-0.085	0.125	-0.08	-0.084	0.131	2	190.12	4.29065789244879e-83	1	8.92	0.00281705108945264	2	211.39	2.77818628675309e-92	77178	1	259.521827028751	4.20088207870355e-58	6	26.7662177723423	5.61123536898558e-32	25720	1	95.1240713378821	1.95575789436469e-22	6	292.654415053501	0	25720	1	105.398691863544	1.11458029884715e-24	6	16.108881018939	1.35986567747759e-18	25720	FALSE	TRUE	TRUE	TRUE	FBte0000720	nnnnnnnn	R1-2	Dmel	R1-2	non_LTR_retrotransposon	LINE	Non-LTR_Retrotransposon	?	R1	Drosophila_melanogaster	100	1	NA	Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;R1_clade|R1-2_DM|endonuclease|reverse_transcriptase.	non-LTR	RNA	3216
ROOA_LTR	0.917202466867865	8.307623	8.697083	8.674993	8.368831	8.095467	8.611877	8.67406731400079	8.09333643878756	8.50070200761055	7.96238459519748	8.82455793202992	8.23224366880987	8.93301062852644	8.79852158509382	8.98688544810392	8.58130770240126	8.70370804356384	8.42807177535756	8.11310313607138	8.42228500196825	8.60817687967458	8.3317592179504	8.2740287363863	8.26135848313869	7.88395538643223	7.96252552158509	8.72767838866291	8.65732423566461	8.19533565148931	8.86716953155754	8.359	8.559	8.502	8.522	8.354	0.2	0.034	0.02	0.168	0.149	0.003	0.029	0.025	0.389	-0.306	0.516	0.066	-0.052	0.089	2	35.65	3.32224287359726e-16	1	126.2	2.83579135428404e-29	2	206.45	2.7733142217897e-90	182898	1	289.668737651991	8.29348116271868e-65	6	34.0318750557788	2.86521334562784e-41	60960	1	156.990709970522	5.69583946520591e-36	6	54.7648711260702	9.33785785254323e-68	60960	1	98.4087629101132	3.54408329815544e-23	6	25.7883091756392	8.48267000223567e-31	60960	TRUE	TRUE	TRUE	TRUE	FBte0000765	NA	rooA	Dmel	rooA	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	NA	BEL|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|reverse_transcriptase|gag;BCDPR_superfamily|endonuclease|env|internal_portion|ROOA_I;ROOA_LTR.	LTR	RNA	7621
ROVER	0.881115058759224	6.404745	7.524471	7.716773	7.162708	6.708464	7.041308	7.36092279311287	7.08202131729981	7.07460685979776	4.10142798578847	7.13140735173545	6.84550382618202	8.47772014211533	7.64325088822082	8.21777111232577	7.54884804591418	7.75092006012572	7.34955124350916	7.24955848592512	7.12259456135556	7.25508868543318	7.02358841213446	6.54955575293796	6.66162380431812	6.95101052200055	6.67166575567095	7.30431675321126	6.61500081989615	6.30079242962558	7.94512066138289	6.943	7.243	6.965	7.44	6.875	0.3	0.061	0.475	0.565	0.09	0.095	0.114	0.019	1.12	-0.554	0.333	0.232	-0.107	0.07	2	526.73	8.49055605972961e-229	1	384.57	1.55237232726803e-85	2	1002.12	0	175626	1	176.770781307106	2.81203111111177e-40	6	226.549056339735	3.57165110746644e-287	58536	1	1912.53398347032	0	6	1101.50304461933	0	58536	1	423.584373816146	8.71039964049699e-94	6	52.0022023583377	3.26116868391957e-64	58536	TRUE	TRUE	TRUE	TRUE	FBte0000692	AF492764	rover	Dmel	rover	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|ROVER_DM;env_domain|gag_domain|pol_domain.	LTR	RNA	7318
ROXELEMENT	0.99789029535865	14.415852	13.406397	13.46272	13.103636	12.757973	13.804854	13.7163227848101	12.7857767932489	13.8111430379747	17.3501635021097	13.561338185654	12.847932278481	13.7150424050633	13.5012742616034	13.6549069620253	13.0278067510549	13.6016951476793	13.5664698312236	12.5894563291139	13.2261949367089	13.4772816455696	13.1216107594937	13.0154185654008	13.0738594936709	12.7044782700422	12.2381362869198	13.4528286919831	13.8310542194093	13.3090552742616	14.6264759493671	13.546	13.438	13.911	13.283	13.281	-0.107	-0.011	-0.628	0.002	0.63	-0.067	0	0.067	-1.009	-0.359	1.047	-0.105	-0.039	0.114	2	255.5	1.93054687851764e-111	1	16.71	4.35112764761972e-05	2	535.34	3.89043290570247e-232	113754	1	554.993797815555	7.76953253622541e-122	6	62.6519231842563	1.04010888718766e-77	37912	1	498.934100568745	8.3069280208403e-110	6	512.582986159272	0	37912	1	65.1101138997051	7.28953065815573e-16	6	28.4249982810996	4.12629459709732e-34	37912	TRUE	TRUE	TRUE	TRUE	FBte0001160	AF237761	X-element	Dmel	X-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|LINE;X-element|BS2.	non-LTR	RNA	4740
RT1B	1	32.621271	28.945775	30.202654	28.118765	26.741664	28.172283	29.7697019918778	28.8295087990717	30.831622703539	41.0542498549604	29.9706410752272	27.5007105008702	29.0692061496809	29.2425430284278	32.0923308837749	29.9516099400503	29.875030168246	28.8916464900406	27.6699319280603	27.699467801199	28.3915140204989	28.7141477470509	26.9646464900406	27.2230870237865	26.1319932314833	26.6469292206536	28.2721458131889	28.0429570682653	26.8556385612067	29.5183918004255	29.855	28.412	30.784	29.161	27.457	-1.443	-0.071	-1.623	1.704	3.327	-0.078	0.087	0.165	-3.675	-2.084	1.431	-0.172	-0.103	0.075	2	1414.29	0	1	798.13	4.95774337313477e-175	2	872.26	0	124098	1	321.934048482681	1.02795262742939e-71	6	55.5049353078182	1.29813251607186e-68	41360	1	1565.17357718636	0	6	966.157440257544	0	41360	1	606.860739257641	4.92177019933568e-133	6	72.9721113814449	6.30889852184045e-91	41360	TRUE	TRUE	TRUE	TRUE	FBte0000603	AC005734	Rt1b	Dmel	Rt1b	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	99.69	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|DMRT1|DMRT1B|Waldo-A.	non-LTR	RNA	5171
RT1C	0.967481168473268	4.679958	4.358277	4.357402	4.34069	4.203467	4.246784	4.33718776410068	4.10514109865883	4.40148723130627	5.87601580011023	4.2890428072754	4.30562979974279	4.49001120705493	4.34842605180966	4.55661106007716	4.35650872680507	4.31914422193643	4.19734392798089	4.37511666360463	4.17468142568437	4.32970843284953	4.48325261804152	4.20153646885908	4.34653132463715	4.14782840345398	4.11797262539041	4.18719456182252	4.30266911629616	4.17448006614	4.32279276134485	4.414	4.315	4.519	4.349	4.225	-0.098	-0.033	-0.17	0.124	0.294	-0.055	0.042	0.097	-0.322	-0.017	0.043	-0.103	-0.006	0.015	2	126.49	1.31980300227423e-55	1	42.13	8.58081042565844e-11	2	55.6	7.2965849723912e-25	130626	1	2.87308390509317	0.0900792757866749	6	6.19567484261969	1.63891302449489e-06	43536	1	143.020104749689	6.55307596755312e-33	6	228.168503551444	4.42052958087606e-288	43536	1	0.419463539053703	0.517208264466934	6	14.5123952378607	1.27609101142576e-16	43536	TRUE	FALSE	TRUE	FALSE	FBte0000666	nnnnnnnn	Rt1c	Dmel	Rt1c	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	100	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|R1/I_clade|DMRT1|DMRT1C.	non-LTR	RNA	5443
S2	1	4.300033	5.047053	5.044586	4.886733	4.570058	5.057279	5.07098097982709	4.58893314121037	5.09954870317003	2.44066974063401	5.15223458213257	4.83180691642651	5.24662074927954	4.95754985590778	5.10360864553314	4.95719423631124	5.1536939481268	4.96384610951009	4.74255216138329	4.88678386167147	4.94472161383285	4.97287262247839	4.73075792507205	4.61382305475504	4.4826242074928	4.4530265129683	5.15362997118156	5.15760345821326	4.80971066282421	5.1081711815562	4.638	4.997	4.674	4.966	4.814	0.359	0.107	0.292	0.152	-0.14	0.087	0.045	-0.043	0.747	-0.158	0.487	0.231	-0.046	0.146	2	92.14	1.18717629721936e-40	1	416.77	3.4964015641939e-92	2	234.25	6.85981231093679e-102	41634	1	276.138646347188	2.04341270328701e-61	6	12.8258193249401	1.67093187598004e-14	13872	1	635.773012362315	3.33561165138591e-137	6	463.268770697101	0	13872	1	28.9412772834468	7.5817054080737e-08	6	5.91534073955394	3.52229999445715e-06	13872	TRUE	TRUE	TRUE	TRUE	FBte0000709	nnnnnnnn	S2	Dmel	S2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|S2_DM|S_DM|TIR|transposase.	TIR	DNA	1735
SPRINGER	0.912536443148688	5.141069	4.744249	4.803325	4.169865	5.001955	4.654761	5.33453657566923	4.85239557381394	4.68005817651736	5.69728624436788	4.90339689901935	4.60413132785582	4.74374410283594	4.72572289954943	5.05481685661278	4.0502240922343	5.33243347468858	4.77582692817387	4.10066843360721	4.32660283593957	3.91996700238537	4.33222369467267	5.11924675324675	4.54672992313809	5.29323813941161	5.04860681155579	4.49208335542009	4.57224688576729	4.57359130665253	4.98112284654121	4.982	4.523	4.943	4.487	4.828	-0.459	-0.139	-0.456	-0.342	0.114	-0.14	-0.106	0.034	-0.397	-0.633	-0.347	-0.116	-0.204	-0.104	2	1060.47	0	1	2977.83	0	2	110.18	1.51041477851328e-48	181098	1	578.897770785728	2.59950314131011e-127	6	181.843248475132	2.25911094808558e-230	60360	1	695.883413403456	1.72900604681644e-152	6	253.361221630969	2.68277645691797e-321	60360	1	2171.98052604706	0	6	464.271771426171	0	60360	TRUE	TRUE	TRUE	TRUE	FBte0000333	AF364549	springer	Dmel	springer	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.405	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy97_DM;Gypsy1-LTR_DM|Gypsy1-I_DM.	LTR	RNA	7546
STALKER2	0.908759124087591	4.691269	4.797719	5.148714	4.662171	4.107372	4.617513	5.12010192909281	5.17421584984359	5.22708785192909	3.24366853493222	5.49764572471324	4.19831895203337	5.30134163190824	4.19356934306569	5.15001120959333	4.70942192387904	5.25477346193952	5.48064937434828	4.74536874348279	5.09888790406674	4.56109137122002	4.24333746089677	4.45198514077164	4.33608993743483	4.08061444212722	3.5607978362878	4.61417583420229	4.63157664233577	4.76762708550573	4.45667361835245	4.649	4.692	4.744	4.905	4.362	0.043	0.013	0.161	0.543	0.382	0.048	0.169	0.121	0.106	-0.487	0.51	0.032	-0.143	0.169	2	822.18	0	1	14.9	0.000113584939601164	2	664.12	4.07184189222598e-288	184122	1	797.591762528491	2.36753266541163e-174	6	132.588003376622	1.7891224739999e-167	61368	1	29.2735079354404	6.30836560807081e-08	6	918.718212404652	0	61368	1	627.313779871627	9.47934952632919e-138	6	154.072437785992	5.97166165916619e-195	61368	FALSE	TRUE	TRUE	TRUE	FBte0000472	NA	Stalker2	Dmel	Stalker2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Nonautonomous;pol|internal_portion|STALKER2_I|STALKER2_LTR;Nonautonomous_endogenous_retrovirus.	LTR	RNA	7672
STALKER3	1	9.01305	9.34876	10.08528	8.773255	7.999209	9.447264	10.2013575268817	9.12558064516129	10.469623655914	6.25563978494624	9.77806182795699	8.95206720430108	9.22517204301075	9.43973924731183	10.9733198924731	9.88068548387097	10.019126344086	9.46798655913978	8.03044623655914	9.16231451612903	9.17573387096774	8.72452688172043	8.53572043010753	8.31301075268817	7.73555107526882	7.41255376344086	9.77036559139785	9.22659946236559	8.80872580645161	9.98336559139785	9.033	9.19	9.181	9.429	8.723	0.157	0.025	0.248	0.706	0.458	0.039	0.112	0.074	0.336	-1.312	1.448	0.053	-0.201	0.24	2	94.29	3.00196176953754e-41	1	13.63	0.000223685650880658	2	354.38	7.96914474504632e-149	8922	1	492.809615597678	3.84368090419757e-101	6	32.2806858415279	7.64594280757702e-38	2968	1	24.0565901650072	9.8583772814847e-07	6	204.82559588957	4.78026268164622e-219	2968	1	354.965591781126	6.95339232253602e-75	6	35.8008534669601	4.73780140770251e-42	2968	FALSE	TRUE	TRUE	TRUE	FBte0001157	NA	Stalker3	Dmel	Stalker3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|LTR|STALKER3_LTR;TABOR_group.	LTR	RNA	372
TABOR	0.885091899251191	5.420892	6.272281	6.394019	6.230969	5.530771	6.078774	5.52978938053097	6.48135125936011	6.15744438393465	3.51498162014976	6.80127869298843	6.02521865214432	6.04838652144316	6.21424043567052	6.77048931245745	6.1604996596324	6.31507678692988	6.33001211708645	5.93508441116406	5.95565010211028	6.16887324710688	6.86426984343091	5.36004942137509	6.10950333560245	5.11307392784207	5.54045867937372	6.15767011572498	6.09961198093941	6.04638270932607	6.01143308373043	5.782	6.194	5.847	6.312	5.805	0.412	0.099	0.466	0.508	0.042	0.111	0.121	0.01	0.851	-0.163	0.548	0.21	-0.037	0.136	2	653.1	2.56201520449913e-283	1	1047.3	4.43277612582647e-229	2	557.29	5.43083876056806e-242	176274	1	700.788869430831	1.61116851872156e-153	6	107.127361353758	7.75913188415142e-135	58752	1	1559.85257265949	0	6	1023.2064732502	0	58752	1	52.4796559112292	4.4004483615267e-13	6	127.465667610881	7.14160154890396e-161	58752	TRUE	TRUE	TRUE	TRUE	FBte0000974	AC007146	Tabor	Dmel	Tabor	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.968	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|LTR-retrotransposon|TABOR_group|TABOR_I;TABOR_LTR|env|gag|pol|internal_portion.	LTR	RNA	7345
TAHRE	0.997419478161139	4.978398	10.113409	5.51981	9.548238	9.918863	7.92866	4.80908429704674	6.30649488674376	5.01393099493453	3.78408123865048	9.7470537130842	11.3293354678391	10.7442684698461	8.63297916467552	5.67201127783618	7.20190566759056	4.58223874605754	4.62308420147185	8.79553579279365	11.1190999713275	9.80157306699799	8.47674443276307	9.47423817260824	8.74923664341011	9.80349010799962	11.6484883876517	8.93600659466692	7.4041270190194	6.67234903947243	8.70215788970659	6.806	9.197	7.546	7.534	8.924	2.391	0.434	-0.012	-1.39	-1.378	-0.002	-0.244	-0.242	5.135	4.028	-1.99	1.023	0.791	-0.323	2	2833.6	0	1	19034.42	0	2	16316.7	0	251106	1	4745.33589992564	0	6	802.401770499251	0	83696	1	31241.447299601	0	6	732.855004246596	0	83696	1	18442.4996980142	0	6	831.708665668338	0	83696	TRUE	TRUE	TRUE	TRUE	FBte0000148	AJ542581	TAHRE	Dmel	TAHRE	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|TAHRE.	non-LTR	RNA	10463
TC1	1	16.204684	18.177255	18.141603	17.923252	17.166447	18.016545	17.8486932773109	17.1943361344538	17.9551824729892	11.8205222088836	18.3582328931573	17.712974789916	18.5829807923169	18.0548325330132	18.6835402160864	18.0486068427371	17.9108529411765	17.9234111644658	17.5210738295318	18.2982256902761	17.987675270108	17.8860336134454	17.3851368547419	17.0412557022809	17.3111782713085	16.9282166866747	18.2208841536615	18.0229321728691	17.5501728691477	18.2721902761104	17.171	18.039	17.191	18.032	17.591	0.868	0.071	0.841	0.441	-0.401	0.069	0.036	-0.033	1.973	-0.218	0.85	0.166	-0.017	0.07	2	324.02	2.57108783382667e-140	1	1033.8	5.85459298585295e-224	2	548.84	7.13664073731212e-236	39978	1	497.17978600366	3.67823997713066e-108	6	26.7080338687138	8.26687440196029e-32	13320	1	1552.8953523997	2.36657444357957e-321	6	877.850195233601	0	13320	1	30.3767846486541	3.62373127207809e-08	6	37.7548987586826	1.05618729335282e-45	13320	TRUE	TRUE	TRUE	TRUE	FBte0000927	nnnnnnnn	Tc1	Dmel	Tc1	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1_DM|transposase.	TIR	DNA	1666
TC1-2	1	10.569395	12.940738	12.838634	12.366279	12.175131	12.654441	12.8645267639903	11.9515699513382	12.6732414841849	4.78824330900243	12.8683594890511	12.6657281021898	13.2644409975669	12.9644239659367	13.2063710462287	12.7643327250608	12.8427171532847	12.5411149635036	11.9275018248175	12.7033892944039	12.1994118004866	12.6348126520681	12.582100973236	11.9587755474453	12.2637317518248	11.8959154501217	12.6541964720195	12.9263035279805	12.2960523114355	12.7412116788321	11.861	12.654	11.755	12.602	12.415	0.793	0.093	0.847	0.188	-0.66	0.1	0.022	-0.079	2.371	-0.472	0.479	0.292	-0.054	0.056	2	311.38	6.69993338515976e-135	1	740.94	1.17141852484417e-161	2	823.44	0	39450	1	119.908848584083	8.73181021932659e-28	6	22.1008398171549	4.96670146469406e-26	13144	1	3064.94557710851	0	6	2053.56229385196	0	13144	1	105.078031462438	1.45272705033382e-24	6	24.9371608954687	1.38739061804676e-29	13144	TRUE	TRUE	TRUE	TRUE	FBte0000838	nnnnnnnn	Tc1-2	Dmel	Tc1-2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1-2_DM|transposase.	TIR	DNA	1644
